Rank	Prob.OfTerm
309	0.008473812314071938
310	0.008473812314071938
311	0.008473812314071938
312	0.008473812314071938
313	0.008383665374560534
314	0.008383665374560534
315	0.008383665374560534
316	0.008383665374560534
317	0.00829351843504913
318	0.00829351843504913
319	0.00829351843504913
320	0.008203371495537726
321	0.008203371495537726
322	0.008203371495537726
323	0.008113224556026323
324	0.008113224556026323
325	0.008023077616514919
326	0.008023077616514919
327	0.008023077616514919
328	0.008023077616514919
329	0.007932930677003515
330	0.007842783737492112
331	0.007842783737492112
332	0.007842783737492112
333	0.007842783737492112
334	0.007842783737492112
335	0.007842783737492112
336	0.007752636797980709
337	0.007752636797980709
338	0.007752636797980709
339	0.007752636797980709
340	0.007752636797980709
341	0.007752636797980709
342	0.007662489858469305
343	0.007662489858469305
344	0.007662489858469305
345	0.007662489858469305
346	0.007662489858469305
347	0.007572342918957901
348	0.007572342918957901
349	0.0074821959794464975
350	0.0074821959794464975
351	0.0074821959794464975
352	0.0074821959794464975
353	0.0074821959794464975
354	0.0074821959794464975
355	0.0074821959794464975
356	0.0074821959794464975
357	0.007392049039935094
358	0.007392049039935094
359	0.007392049039935094
360	0.007392049039935094
361	0.007392049039935094
362	0.007392049039935094
363	0.007301902100423691
364	0.007301902100423691
365	0.007301902100423691
366	0.007301902100423691
367	0.007301902100423691
368	0.007211755160912287
369	0.007211755160912287
370	0.007211755160912287
371	0.007211755160912287
372	0.007211755160912287
373	0.0071216082214008835
374	0.0071216082214008835
375	0.0071216082214008835
376	0.0071216082214008835
377	0.0071216082214008835
378	0.00703146128188948
379	0.00703146128188948
380	0.00703146128188948
381	0.00703146128188948
382	0.00703146128188948
383	0.006941314342378076
384	0.006941314342378076
385	0.006941314342378076
386	0.006941314342378076
387	0.006941314342378076
388	0.006941314342378076
389	0.006851167402866672
390	0.006851167402866672
391	0.0067610204633552695
392	0.0067610204633552695
393	0.0067610204633552695
394	0.0067610204633552695
395	0.006580726584332462
396	0.006580726584332462
397	0.006580726584332462
398	0.006580726584332462
399	0.006580726584332462
400	0.006490579644821058
401	0.006490579644821058
402	0.006490579644821058
403	0.006490579644821058
404	0.006400432705309655
405	0.006400432705309655
406	0.006400432705309655
407	0.006400432705309655
408	0.006400432705309655
409	0.006400432705309655
410	0.006400432705309655
411	0.006400432705309655
412	0.006400432705309655
413	0.006400432705309655
414	0.006400432705309655
415	0.006310285765798251
416	0.006310285765798251
417	0.006310285765798251
418	0.006220138826286847
419	0.006220138826286847
420	0.006220138826286847
421	0.006220138826286847
422	0.006220138826286847
423	0.006220138826286847
424	0.006220138826286847
425	0.006220138826286847
426	0.006220138826286847
427	0.006220138826286847
428	0.006220138826286847
429	0.006220138826286847
430	0.006220138826286847
431	0.006220138826286847
432	0.006129991886775444
433	0.006129991886775444
434	0.006129991886775444
435	0.006129991886775444
436	0.006129991886775444
437	0.006039844947264041
438	0.006039844947264041
439	0.006039844947264041
440	0.005949698007752637
441	0.005949698007752637
442	0.005949698007752637
443	0.005949698007752637
444	0.005859551068241233
445	0.005859551068241233
446	0.005859551068241233
447	0.005859551068241233
448	0.005859551068241233
449	0.005859551068241233
450	0.005859551068241233
451	0.005859551068241233
452	0.005769404128729829
453	0.005769404128729829
454	0.005769404128729829
455	0.005769404128729829
456	0.005769404128729829
457	0.005769404128729829
458	0.005769404128729829
459	0.005769404128729829
460	0.005769404128729829
461	0.005769404128729829
462	0.005769404128729829
463	0.005769404128729829
464	0.005679257189218426
465	0.005679257189218426
466	0.005679257189218426
467	0.005679257189218426
468	0.005679257189218426
469	0.005679257189218426
470	0.005679257189218426
471	0.005679257189218426
472	0.005589110249707023
473	0.005589110249707023
474	0.005589110249707023
475	0.005589110249707023
476	0.005589110249707023
477	0.005589110249707023
478	0.005589110249707023
479	0.005589110249707023
480	0.005589110249707023
481	0.005498963310195619
482	0.005498963310195619
483	0.005498963310195619
484	0.005498963310195619
485	0.005498963310195619
486	0.005498963310195619
487	0.005498963310195619
488	0.005498963310195619
489	0.005498963310195619
490	0.005498963310195619
491	0.005498963310195619
492	0.005408816370684215
493	0.005408816370684215
494	0.005408816370684215
495	0.005408816370684215
496	0.005408816370684215
497	0.005408816370684215
498	0.005408816370684215
499	0.005408816370684215
500	0.005318669431172812
501	0.005318669431172812
502	0.005318669431172812
503	0.005318669431172812
504	0.005318669431172812
505	0.005318669431172812
506	0.005318669431172812
507	0.005318669431172812
508	0.005228522491661408
509	0.005228522491661408
510	0.005228522491661408
511	0.005228522491661408
512	0.005228522491661408
513	0.005228522491661408
514	0.005228522491661408
515	0.005228522491661408
516	0.005228522491661408
517	0.005228522491661408
518	0.005138375552150004
519	0.005138375552150004
520	0.005138375552150004
521	0.005138375552150004
522	0.005138375552150004
523	0.005138375552150004
524	0.005138375552150004
525	0.005138375552150004
526	0.005138375552150004
527	0.005138375552150004
528	0.005138375552150004
529	0.005138375552150004
530	0.005138375552150004
531	0.005138375552150004
532	0.005138375552150004
533	0.0050482286126386005
534	0.0050482286126386005
535	0.0050482286126386005
536	0.0050482286126386005
537	0.0050482286126386005
538	0.0050482286126386005
539	0.0050482286126386005
540	0.0050482286126386005
541	0.0050482286126386005
542	0.0050482286126386005
543	0.0050482286126386005
544	0.004958081673127198
545	0.004958081673127198
546	0.004958081673127198
547	0.004958081673127198
548	0.004958081673127198
549	0.004958081673127198
550	0.004958081673127198
551	0.004958081673127198
552	0.004958081673127198
553	0.004867934733615794
554	0.004867934733615794
555	0.004867934733615794
556	0.004867934733615794
557	0.004867934733615794
558	0.004867934733615794
559	0.004867934733615794
560	0.004867934733615794
561	0.004867934733615794
562	0.004867934733615794
563	0.004867934733615794
564	0.00477778779410439
565	0.00477778779410439
566	0.00477778779410439
567	0.00477778779410439
568	0.00477778779410439
569	0.00477778779410439
570	0.00477778779410439
571	0.00477778779410439
572	0.00477778779410439
573	0.00477778779410439
574	0.0046876408545929865
575	0.0046876408545929865
576	0.0046876408545929865
577	0.0046876408545929865
578	0.0046876408545929865
579	0.0046876408545929865
580	0.0046876408545929865
581	0.0046876408545929865
582	0.0046876408545929865
583	0.0046876408545929865
584	0.0046876408545929865
585	0.0046876408545929865
586	0.004597493915081583
587	0.004597493915081583
588	0.004597493915081583
589	0.004597493915081583
590	0.004597493915081583
591	0.004597493915081583
592	0.004597493915081583
593	0.004597493915081583
594	0.004597493915081583
595	0.004507346975570179
596	0.004507346975570179
597	0.004507346975570179
598	0.004507346975570179
599	0.004507346975570179
600	0.004507346975570179
601	0.004507346975570179
602	0.004507346975570179
603	0.004507346975570179
604	0.004507346975570179
605	0.004507346975570179
606	0.004507346975570179
607	0.004417200036058776
608	0.004417200036058776
609	0.004417200036058776
610	0.004417200036058776
611	0.004417200036058776
612	0.004417200036058776
613	0.004417200036058776
614	0.004417200036058776
615	0.004417200036058776
616	0.004417200036058776
617	0.004417200036058776
618	0.0043270530965473725
619	0.0043270530965473725
620	0.0043270530965473725
621	0.0043270530965473725
622	0.0043270530965473725
623	0.0043270530965473725
624	0.0043270530965473725
625	0.0043270530965473725
626	0.0043270530965473725
627	0.0043270530965473725
628	0.0043270530965473725
629	0.0043270530965473725
630	0.0043270530965473725
631	0.0043270530965473725
632	0.0043270530965473725
633	0.004236906157035969
634	0.004236906157035969
635	0.004236906157035969
636	0.004236906157035969
637	0.004236906157035969
638	0.004236906157035969
639	0.004236906157035969
640	0.004236906157035969
641	0.004236906157035969
642	0.004236906157035969
643	0.004236906157035969
644	0.004146759217524565
645	0.004146759217524565
646	0.004146759217524565
647	0.004146759217524565
648	0.004146759217524565
649	0.004146759217524565
650	0.004146759217524565
651	0.004146759217524565
652	0.004146759217524565
653	0.004146759217524565
654	0.004146759217524565
655	0.004146759217524565
656	0.004146759217524565
657	0.004056612278013161
658	0.004056612278013161
659	0.004056612278013161
660	0.004056612278013161
661	0.004056612278013161
662	0.004056612278013161
663	0.004056612278013161
664	0.004056612278013161
665	0.004056612278013161
666	0.004056612278013161
667	0.004056612278013161
668	0.004056612278013161
669	0.004056612278013161
670	0.004056612278013161
671	0.004056612278013161
672	0.004056612278013161
673	0.004056612278013161
674	0.004056612278013161
675	0.004056612278013161
676	0.004056612278013161
677	0.004056612278013161
678	0.004056612278013161
679	0.004056612278013161
680	0.004056612278013161
681	0.003966465338501758
682	0.003966465338501758
683	0.003966465338501758
684	0.003966465338501758
685	0.003966465338501758
686	0.003966465338501758
687	0.003966465338501758
688	0.003966465338501758
689	0.003966465338501758
690	0.003966465338501758
691	0.003966465338501758
692	0.003966465338501758
693	0.0038763183989903543
694	0.0038763183989903543
695	0.0038763183989903543
696	0.0038763183989903543
697	0.0038763183989903543
698	0.0038763183989903543
699	0.0038763183989903543
700	0.0038763183989903543
701	0.0038763183989903543
702	0.0038763183989903543
703	0.0037861714594789506
704	0.0037861714594789506
705	0.0037861714594789506
706	0.0037861714594789506
707	0.0037861714594789506
708	0.0037861714594789506
709	0.0037861714594789506
710	0.0037861714594789506
711	0.0037861714594789506
712	0.0037861714594789506
713	0.0037861714594789506
714	0.0037861714594789506
715	0.0037861714594789506
716	0.0037861714594789506
717	0.0037861714594789506
718	0.0037861714594789506
719	0.0037861714594789506
720	0.0037861714594789506
721	0.0037861714594789506
722	0.0037861714594789506
723	0.003696024519967547
724	0.003696024519967547
725	0.003696024519967547
726	0.003696024519967547
727	0.003696024519967547
728	0.003696024519967547
729	0.003696024519967547
730	0.003696024519967547
731	0.003696024519967547
732	0.0036058775804561436
733	0.0036058775804561436
734	0.0036058775804561436
735	0.0036058775804561436
736	0.0036058775804561436
737	0.0036058775804561436
738	0.0036058775804561436
739	0.0036058775804561436
740	0.0036058775804561436
741	0.0036058775804561436
742	0.0036058775804561436
743	0.0036058775804561436
744	0.0036058775804561436
745	0.0036058775804561436
746	0.0036058775804561436
747	0.0036058775804561436
748	0.0036058775804561436
749	0.0036058775804561436
750	0.0036058775804561436
751	0.0036058775804561436
752	0.0036058775804561436
753	0.00351573064094474
754	0.00351573064094474
755	0.00351573064094474
756	0.00351573064094474
757	0.00351573064094474
758	0.00351573064094474
759	0.00351573064094474
760	0.00351573064094474
761	0.00351573064094474
762	0.00351573064094474
763	0.00351573064094474
764	0.00351573064094474
765	0.00351573064094474
766	0.00351573064094474
767	0.003425583701433336
768	0.003425583701433336
769	0.003425583701433336
770	0.003425583701433336
771	0.003425583701433336
772	0.003425583701433336
773	0.003425583701433336
774	0.003425583701433336
775	0.003425583701433336
776	0.003425583701433336
777	0.003425583701433336
778	0.003425583701433336
779	0.003425583701433336
780	0.003425583701433336
781	0.003425583701433336
782	0.003425583701433336
783	0.003425583701433336
784	0.003425583701433336
785	0.003425583701433336
786	0.003425583701433336
787	0.003425583701433336
788	0.003425583701433336
789	0.003425583701433336
790	0.003425583701433336
791	0.003335436761921933
792	0.003335436761921933
793	0.003335436761921933
794	0.003335436761921933
795	0.003335436761921933
796	0.003335436761921933
797	0.003335436761921933
798	0.003335436761921933
799	0.003335436761921933
800	0.003335436761921933
801	0.003335436761921933
802	0.003335436761921933
803	0.003335436761921933
804	0.003245289822410529
805	0.003245289822410529
806	0.003245289822410529
807	0.003245289822410529
808	0.003245289822410529
809	0.003245289822410529
810	0.003245289822410529
811	0.003245289822410529
812	0.003245289822410529
813	0.003245289822410529
814	0.003245289822410529
815	0.003245289822410529
816	0.003245289822410529
817	0.003245289822410529
818	0.003245289822410529
819	0.003245289822410529
820	0.003245289822410529
821	0.003245289822410529
822	0.003245289822410529
823	0.0031551428828991254
824	0.0031551428828991254
825	0.0031551428828991254
826	0.0031551428828991254
827	0.0031551428828991254
828	0.0031551428828991254
829	0.0031551428828991254
830	0.0031551428828991254
831	0.0031551428828991254
832	0.0031551428828991254
833	0.0031551428828991254
834	0.0031551428828991254
835	0.0031551428828991254
836	0.0031551428828991254
837	0.0031551428828991254
838	0.0031551428828991254
839	0.0031551428828991254
840	0.0031551428828991254
841	0.0031551428828991254
842	0.0031551428828991254
843	0.0031551428828991254
844	0.0031551428828991254
845	0.0031551428828991254
846	0.0031551428828991254
847	0.0031551428828991254
848	0.003064995943387722
849	0.003064995943387722
850	0.003064995943387722
851	0.003064995943387722
852	0.003064995943387722
853	0.003064995943387722
854	0.003064995943387722
855	0.003064995943387722
856	0.003064995943387722
857	0.003064995943387722
858	0.003064995943387722
859	0.003064995943387722
860	0.003064995943387722
861	0.003064995943387722
862	0.003064995943387722
863	0.003064995943387722
864	0.003064995943387722
865	0.003064995943387722
866	0.003064995943387722
867	0.003064995943387722
868	0.003064995943387722
869	0.003064995943387722
870	0.003064995943387722
871	0.003064995943387722
872	0.003064995943387722
873	0.003064995943387722
874	0.0029748490038763184
875	0.0029748490038763184
876	0.0029748490038763184
877	0.0029748490038763184
878	0.0029748490038763184
879	0.0029748490038763184
880	0.0029748490038763184
881	0.0029748490038763184
882	0.0029748490038763184
883	0.0029748490038763184
884	0.0029748490038763184
885	0.0029748490038763184
886	0.0029748490038763184
887	0.0029748490038763184
888	0.0029748490038763184
889	0.0029748490038763184
890	0.0029748490038763184
891	0.0029748490038763184
892	0.0029748490038763184
893	0.0029748490038763184
894	0.0029748490038763184
895	0.0029748490038763184
896	0.0029748490038763184
897	0.0029748490038763184
898	0.0029748490038763184
899	0.0029748490038763184
900	0.0029748490038763184
901	0.0029748490038763184
902	0.0029748490038763184
903	0.0029748490038763184
904	0.0028847020643649147
905	0.0028847020643649147
906	0.0028847020643649147
907	0.0028847020643649147
908	0.0028847020643649147
909	0.0028847020643649147
910	0.0028847020643649147
911	0.0028847020643649147
912	0.0028847020643649147
913	0.0028847020643649147
914	0.0028847020643649147
915	0.0028847020643649147
916	0.0028847020643649147
917	0.0028847020643649147
918	0.0028847020643649147
919	0.0028847020643649147
920	0.0028847020643649147
921	0.0028847020643649147
922	0.0028847020643649147
923	0.0028847020643649147
924	0.0028847020643649147
925	0.0027945551248535114
926	0.0027945551248535114
927	0.0027945551248535114
928	0.0027945551248535114
929	0.0027945551248535114
930	0.0027945551248535114
931	0.0027945551248535114
932	0.0027945551248535114
933	0.0027945551248535114
934	0.0027945551248535114
935	0.0027945551248535114
936	0.0027945551248535114
937	0.0027945551248535114
938	0.0027945551248535114
939	0.0027945551248535114
940	0.0027945551248535114
941	0.0027945551248535114
942	0.0027945551248535114
943	0.0027945551248535114
944	0.0027945551248535114
945	0.0027945551248535114
946	0.0027945551248535114
947	0.0027945551248535114
948	0.0027945551248535114
949	0.0027945551248535114
950	0.0027044081853421077
951	0.0027044081853421077
952	0.0027044081853421077
953	0.0027044081853421077
954	0.0027044081853421077
955	0.0027044081853421077
956	0.0027044081853421077
957	0.0027044081853421077
958	0.0027044081853421077
959	0.0027044081853421077
960	0.0027044081853421077
961	0.0027044081853421077
962	0.0027044081853421077
963	0.0027044081853421077
964	0.0027044081853421077
965	0.0027044081853421077
966	0.0027044081853421077
967	0.002614261245830704
968	0.002614261245830704
969	0.002614261245830704
970	0.002614261245830704
971	0.002614261245830704
972	0.002614261245830704
973	0.002614261245830704
974	0.002614261245830704
975	0.002614261245830704
976	0.002614261245830704
977	0.002614261245830704
978	0.002614261245830704
979	0.002614261245830704
980	0.002614261245830704
981	0.002614261245830704
982	0.002614261245830704
983	0.002614261245830704
984	0.002614261245830704
985	0.002614261245830704
986	0.002614261245830704
987	0.002614261245830704
988	0.002614261245830704
989	0.002614261245830704
990	0.002614261245830704
991	0.002614261245830704
992	0.002614261245830704
993	0.002614261245830704
994	0.002614261245830704
995	0.0025241143063193003
996	0.0025241143063193003
997	0.0025241143063193003
998	0.0025241143063193003
999	0.0025241143063193003
1000	0.0025241143063193003
1001	0.0025241143063193003
1002	0.0025241143063193003
1003	0.0025241143063193003
1004	0.0025241143063193003
1005	0.0025241143063193003
1006	0.0025241143063193003
1007	0.0025241143063193003
1008	0.0025241143063193003
1009	0.0025241143063193003
1010	0.0025241143063193003
1011	0.0025241143063193003
1012	0.0025241143063193003
1013	0.0025241143063193003
1014	0.0025241143063193003
1015	0.0025241143063193003
1016	0.0025241143063193003
1017	0.0025241143063193003
1018	0.0025241143063193003
1019	0.0025241143063193003
1020	0.0025241143063193003
1021	0.0025241143063193003
1022	0.0025241143063193003
1023	0.0025241143063193003
1024	0.0025241143063193003
1025	0.0025241143063193003
1026	0.0025241143063193003
1027	0.0025241143063193003
1028	0.0025241143063193003
1029	0.0025241143063193003
1030	0.0025241143063193003
1031	0.0025241143063193003
1032	0.0025241143063193003
1033	0.0025241143063193003
1034	0.0025241143063193003
1035	0.0025241143063193003
1036	0.0025241143063193003
1037	0.0025241143063193003
1038	0.0025241143063193003
1039	0.002433967366807897
1040	0.002433967366807897
1041	0.002433967366807897
1042	0.002433967366807897
1043	0.002433967366807897
1044	0.002433967366807897
1045	0.002433967366807897
1046	0.002433967366807897
1047	0.002433967366807897
1048	0.002433967366807897
1049	0.002433967366807897
1050	0.002433967366807897
1051	0.002433967366807897
1052	0.002433967366807897
1053	0.002433967366807897
1054	0.002433967366807897
1055	0.002433967366807897
1056	0.002433967366807897
1057	0.002433967366807897
1058	0.002433967366807897
1059	0.002433967366807897
1060	0.002433967366807897
1061	0.0023438204272964933
1062	0.0023438204272964933
1063	0.0023438204272964933
1064	0.0023438204272964933
1065	0.0023438204272964933
1066	0.0023438204272964933
1067	0.0023438204272964933
1068	0.0023438204272964933
1069	0.0023438204272964933
1070	0.0023438204272964933
1071	0.0023438204272964933
1072	0.0023438204272964933
1073	0.0023438204272964933
1074	0.0023438204272964933
1075	0.0023438204272964933
1076	0.0023438204272964933
1077	0.0023438204272964933
1078	0.0023438204272964933
1079	0.0023438204272964933
1080	0.0023438204272964933
1081	0.0023438204272964933
1082	0.0023438204272964933
1083	0.0023438204272964933
1084	0.0023438204272964933
1085	0.0023438204272964933
1086	0.0023438204272964933
1087	0.0023438204272964933
1088	0.0023438204272964933
1089	0.0023438204272964933
1090	0.0023438204272964933
1091	0.0023438204272964933
1092	0.0023438204272964933
1093	0.0023438204272964933
1094	0.0023438204272964933
1095	0.0023438204272964933
1096	0.0023438204272964933
1097	0.0023438204272964933
1098	0.0023438204272964933
1099	0.0023438204272964933
1100	0.0023438204272964933
1101	0.0023438204272964933
1102	0.0023438204272964933
1103	0.0023438204272964933
1104	0.0023438204272964933
1105	0.0023438204272964933
1106	0.0022536734877850895
1107	0.0022536734877850895
1108	0.0022536734877850895
1109	0.0022536734877850895
1110	0.0022536734877850895
1111	0.0022536734877850895
1112	0.0022536734877850895
1113	0.0022536734877850895
1114	0.0022536734877850895
1115	0.0022536734877850895
1116	0.0022536734877850895
1117	0.0022536734877850895
1118	0.0022536734877850895
1119	0.0022536734877850895
1120	0.0022536734877850895
1121	0.0022536734877850895
1122	0.0022536734877850895
1123	0.0022536734877850895
1124	0.0022536734877850895
1125	0.0022536734877850895
1126	0.0022536734877850895
1127	0.0022536734877850895
1128	0.0022536734877850895
1129	0.0022536734877850895
1130	0.0022536734877850895
1131	0.0022536734877850895
1132	0.0022536734877850895
1133	0.0022536734877850895
1134	0.0022536734877850895
1135	0.0022536734877850895
1136	0.0022536734877850895
1137	0.0022536734877850895
1138	0.0022536734877850895
1139	0.0021635265482736863
1140	0.0021635265482736863
1141	0.0021635265482736863
1142	0.0021635265482736863
1143	0.0021635265482736863
1144	0.0021635265482736863
1145	0.0021635265482736863
1146	0.0021635265482736863
1147	0.0021635265482736863
1148	0.0021635265482736863
1149	0.0021635265482736863
1150	0.0021635265482736863
1151	0.0021635265482736863
1152	0.0021635265482736863
1153	0.0021635265482736863
1154	0.0021635265482736863
1155	0.0021635265482736863
1156	0.0021635265482736863
1157	0.0021635265482736863
1158	0.0021635265482736863
1159	0.0021635265482736863
1160	0.0021635265482736863
1161	0.0021635265482736863
1162	0.0021635265482736863
1163	0.0021635265482736863
1164	0.0021635265482736863
1165	0.0021635265482736863
1166	0.0021635265482736863
1167	0.0021635265482736863
1168	0.0021635265482736863
1169	0.0021635265482736863
1170	0.0021635265482736863
1171	0.0021635265482736863
1172	0.0021635265482736863
1173	0.0021635265482736863
1174	0.0021635265482736863
1175	0.0021635265482736863
1176	0.0020733796087622825
1177	0.0020733796087622825
1178	0.0020733796087622825
1179	0.0020733796087622825
1180	0.0020733796087622825
1181	0.0020733796087622825
1182	0.0020733796087622825
1183	0.0020733796087622825
1184	0.0020733796087622825
1185	0.0020733796087622825
1186	0.0020733796087622825
1187	0.0020733796087622825
1188	0.0020733796087622825
1189	0.0020733796087622825
1190	0.0020733796087622825
1191	0.0020733796087622825
1192	0.0020733796087622825
1193	0.0020733796087622825
1194	0.0020733796087622825
1195	0.0020733796087622825
1196	0.0020733796087622825
1197	0.0020733796087622825
1198	0.0020733796087622825
1199	0.0020733796087622825
1200	0.0020733796087622825
1201	0.0020733796087622825
1202	0.0020733796087622825
1203	0.0020733796087622825
1204	0.0020733796087622825
1205	0.0020733796087622825
1206	0.0020733796087622825
1207	0.0020733796087622825
1208	0.0020733796087622825
1209	0.0020733796087622825
1210	0.0020733796087622825
1211	0.0020733796087622825
